Bereich,Unterbereich,Teilbereich31,Teilbereich,Menge,Jahr,lfdNr
Sicherheit und Ordnung, Bürgerangelegenheiten,11,Personalaufwendungen,3511708.39,2010,7546
Sicherheit und Ordnung, Bürgerangelegenheiten,12,Versorgungsaufwendungen,519645.65,2010,7547
Sicherheit und Ordnung, Bürgerangelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,761137.78,2010,7548
Sicherheit und Ordnung, Bürgerangelegenheiten,14,Bilanzielle Abschreibungen,28843.25,2010,7549
Sicherheit und Ordnung, Bürgerangelegenheiten,15,Transferaufwendungen,740.00,2010,7550
Sicherheit und Ordnung, Bürgerangelegenheiten,16,Sonstige ordentliche Aufwendungen,1058361.79,2010,7551
Sicherheit und Ordnung, Bürgerangelegenheiten,17,Ordentliche Aufwendungen,5880436.86,2010,7552
Sicherheit und Ordnung, Bürgerangelegenheiten,18,Ordentliches Ergebnis,4023523.17,2010,7553
Sicherheit und Ordnung, Bürgerangelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,4023523.17,2010,7554
Sicherheit und Ordnung, Bürgerangelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,4023523.17,2010,7555
Sicherheit und Ordnung, Bürgerangelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,367089.96,2010,7556
Sicherheit und Ordnung, Bürgerangelegenheiten,Interne,Leistungsbeziehungen,367089.96,2010,7557
Sicherheit und Ordnung, Standesamtsangelegenheiten,4,Öffentlich-rechtl. Leistungsentgelte,-495569.38,2010,7559
Sicherheit und Ordnung, Standesamtsangelegenheiten,5,Privatrechtliche Leistungsentgelte,-19800.50,2010,7560
Sicherheit und Ordnung, Standesamtsangelegenheiten,7,Sonstige ordentliche Erträge,0.00,2010,7561
Sicherheit und Ordnung, Standesamtsangelegenheiten,10,Ordentliche Erträge,-515369.88,2010,7562
Sicherheit und Ordnung, Standesamtsangelegenheiten,11,Personalaufwendungen,819382.00,2010,7563
Sicherheit und Ordnung, Standesamtsangelegenheiten,12,Versorgungsaufwendungen,53362.57,2010,7564
Sicherheit und Ordnung, Standesamtsangelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,88299.19,2010,7565
Sicherheit und Ordnung, Standesamtsangelegenheiten,14,Bilanzielle Abschreibungen,13429.87,2010,7566
Sicherheit und Ordnung, Standesamtsangelegenheiten,16,Sonstige ordentliche Aufwendungen,46825.66,2010,7567
Sicherheit und Ordnung, Standesamtsangelegenheiten,17,Ordentliche Aufwendungen,1021299.29,2010,7568
Sicherheit und Ordnung, Standesamtsangelegenheiten,18,Ordentliches Ergebnis,505929.41,2010,7569
Sicherheit und Ordnung, Standesamtsangelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,505929.41,2010,7570
Sicherheit und Ordnung, Standesamtsangelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,505929.41,2010,7571
Sicherheit und Ordnung, Standesamtsangelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,194989.92,2010,7572
Sicherheit und Ordnung, Standesamtsangelegenheiten,Interne,Leistungsbeziehungen,194989.92,2010,7573
Sicherheit und Ordnung, Ausländerangelegenheiten,2,Zuwendungen und allgemeine Umlagen,-362.00,2010,7575
Sicherheit und Ordnung, Ausländerangelegenheiten,4,Öffentlich-rechtl. Leistungsentgelte,-210451.80,2010,7576
Sicherheit und Ordnung, Ausländerangelegenheiten,5,Privatrechtliche Leistungsentgelte,-237.17,2010,7577
Sicherheit und Ordnung, Ausländerangelegenheiten,6,Kostenerstattungen und Kostenumlagen,-74582.20,2010,7578
Sicherheit und Ordnung, Ausländerangelegenheiten,7,Sonstige ordentliche Erträge,-626.00,2010,7579
Sicherheit und Ordnung, Ausländerangelegenheiten,10,Ordentliche Erträge,-286259.17,2010,7580
Sicherheit und Ordnung, Ausländerangelegenheiten,11,Personalaufwendungen,1207873.72,2010,7581
Sicherheit und Ordnung, Ausländerangelegenheiten,12,Versorgungsaufwendungen,201342.72,2010,7582
Sicherheit und Ordnung, Ausländerangelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,78532.58,2010,7583
Sicherheit und Ordnung, Ausländerangelegenheiten,14,Bilanzielle Abschreibungen,13846.00,2010,7584
Sicherheit und Ordnung, Ausländerangelegenheiten,16,Sonstige ordentliche Aufwendungen,57131.06,2010,7585
Sicherheit und Ordnung, Ausländerangelegenheiten,17,Ordentliche Aufwendungen,1558726.08,2010,7586
Sicherheit und Ordnung, Ausländerangelegenheiten,18,Ordentliches Ergebnis,1272466.91,2010,7587
Sicherheit und Ordnung, Ausländerangelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,1272466.91,2010,7588
Sicherheit und Ordnung, Ausländerangelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,1272466.91,2010,7589
Sicherheit und Ordnung, Ausländerangelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,96570.00,2010,7590
Sicherheit und Ordnung, Ausländerangelegenheiten,Interne,Leistungsbeziehungen,96570.00,2010,7591
Sicherheit und Ordnung, Statistik,2,Zuwendungen und allgemeine Umlagen,-37.26,2010,7593
Sicherheit und Ordnung, Statistik,5,Privatrechtliche Leistungsentgelte,-1542.50,2010,7594
Sicherheit und Ordnung, Statistik,6,Kostenerstattungen und Kostenumlagen,-23848.39,2010,7595
Sicherheit und Ordnung, Statistik,10,Ordentliche Erträge,-25428.15,2010,7596
Sicherheit und Ordnung, Statistik,11,Personalaufwendungen,520556.90,2010,7597
Sicherheit und Ordnung, Statistik,12,Versorgungsaufwendungen,32625.06,2010,7598
Sicherheit und Ordnung, Statistik,13,Aufwendungen f.Sach-/Dienstleistungen,21960.00,2010,7599
Sicherheit und Ordnung, Statistik,14,Bilanzielle Abschreibungen,1150.93,2010,7600
Sicherheit und Ordnung, Statistik,16,Sonstige ordentliche Aufwendungen,16679.33,2010,7601
Sicherheit und Ordnung, Statistik,17,Ordentliche Aufwendungen,592972.22,2010,7602
Sicherheit und Ordnung, Statistik,18,Ordentliches Ergebnis,567544.07,2010,7603
Sicherheit und Ordnung, Statistik,22,Ergebnis lfd. Verwaltungstätigkeit,567544.07,2010,7604
Sicherheit und Ordnung, Statistik,26,Ergebnis vor int.Leistungsbeziehungen,567544.07,2010,7605
Sicherheit und Ordnung, Statistik,28,Aufwend. aus int.Leistungsbeziehungen,32720.04,2010,7606
Sicherheit und Ordnung, Statistik,Interne,Leistungsbeziehungen,32720.04,2010,7607
Sicherheit und Ordnung, Wahlen,2,Zuwendungen und allgemeine Umlagen,0.00,2010,7609
Sicherheit und Ordnung, Wahlen,4,Öffentlich-rechtl. Leistungsentgelte,-324.85,2010,7610
Sicherheit und Ordnung, Wahlen,6,Kostenerstattungen und Kostenumlagen,-225238.32,2010,7611
Sicherheit und Ordnung, Wahlen,10,Ordentliche Erträge,-225563.17,2010,7612
Sicherheit und Ordnung, Wahlen,11,Personalaufwendungen,222171.30,2010,7613
Sicherheit und Ordnung, Wahlen,12,Versorgungsaufwendungen,11379.89,2010,7614
Sicherheit und Ordnung, Wahlen,13,Aufwendungen f.Sach-/Dienstleistungen,21920.19,2010,7615
Sicherheit und Ordnung, Wahlen,14,Bilanzielle Abschreibungen,12846.90,2010,7616
Sicherheit und Ordnung, Wahlen,16,Sonstige ordentliche Aufwendungen,212080.75,2010,7617
Sicherheit und Ordnung, Wahlen,17,Ordentliche Aufwendungen,480399.03,2010,7618
Sicherheit und Ordnung, Wahlen,18,Ordentliches Ergebnis,254835.86,2010,7619
Sicherheit und Ordnung, Wahlen,22,Ergebnis lfd. Verwaltungstätigkeit,254835.86,2010,7620
Sicherheit und Ordnung, Wahlen,26,Ergebnis vor int.Leistungsbeziehungen,254835.86,2010,7621
Sicherheit und Ordnung, Wahlen,28,Aufwend. aus int.Leistungsbeziehungen,18460.08,2010,7622
Sicherheit und Ordnung, Wahlen,Interne,Leistungsbeziehungen,18460.08,2010,7623
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,2,Zuwendungen und allgemeine Umlagen,-433766.08,2010,7625
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,4,Öffentlich-rechtl. Leistungsentgelte,-110983.49,2010,7626
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,5,Privatrechtliche Leistungsentgelte,-87042.99,2010,7627
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,6,Kostenerstattungen und Kostenumlagen,-220699.35,2010,7628
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,7,Sonstige ordentliche Erträge,-298119.88,2010,7629
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,10,Ordentliche Erträge,-1150611.79,2010,7630
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,11,Personalaufwendungen,13791828.86,2010,7631
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,12,Versorgungsaufwendungen,891942.59,2010,7632
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,13,Aufwendungen f.Sach-/Dienstleistungen,956972.44,2010,7633
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,14,Bilanzielle Abschreibungen,1503846.45,2010,7634
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,15,Transferaufwendungen,56813.89,2010,7635
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,16,Sonstige ordentliche Aufwendungen,651653.69,2010,7636
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,17,Ordentliche Aufwendungen,17853057.92,2010,7637
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,18,Ordentliches Ergebnis,16702446.13,2010,7638
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,22,Ergebnis lfd. Verwaltungstätigkeit,16702446.13,2010,7639
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,26,Ergebnis vor int.Leistungsbeziehungen,16702446.13,2010,7640
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,28,Aufwend. aus int.Leistungsbeziehungen,1032889.92,2010,7641
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,Interne,Leistungsbeziehungen,1032889.92,2010,7642
Sicherheit und Ordnung, Rettungsdienst,2,Zuwendungen und allgemeine Umlagen,-10946.42,2010,7644
Sicherheit und Ordnung, Rettungsdienst,4,Öffentlich-rechtl. Leistungsentgelte,-8109576.79,2010,7645
Sicherheit und Ordnung, Rettungsdienst,5,Privatrechtliche Leistungsentgelte,-524.00,2010,7646
Sicherheit und Ordnung, Rettungsdienst,6,Kostenerstattungen und Kostenumlagen,-70962.04,2010,7647
Sicherheit und Ordnung, Rettungsdienst,7,Sonstige ordentliche Erträge,-10579.78,2010,7648
Sicherheit und Ordnung, Rettungsdienst,10,Ordentliche Erträge,-8202589.03,2010,7649
Sicherheit und Ordnung, Rettungsdienst,11,Personalaufwendungen,3848111.05,2010,7650
Sicherheit und Ordnung, Rettungsdienst,12,Versorgungsaufwendungen,249346.23,2010,7651
Sicherheit und Ordnung, Rettungsdienst,13,Aufwendungen f.Sach-/Dienstleistungen,1831689.42,2010,7652
Sicherheit und Ordnung, Rettungsdienst,14,Bilanzielle Abschreibungen,484016.36,2010,7653
Sicherheit und Ordnung, Rettungsdienst,16,Sonstige ordentliche Aufwendungen,1758846.06,2010,7654
Sicherheit und Ordnung, Rettungsdienst,17,Ordentliche Aufwendungen,8172009.12,2010,7655
Sicherheit und Ordnung, Rettungsdienst,18,Ordentliches Ergebnis,-30579.91,2010,7656
Sicherheit und Ordnung, Rettungsdienst,22,Ergebnis lfd. Verwaltungstätigkeit,-30579.91,2010,7657
Sicherheit und Ordnung, Rettungsdienst,26,Ergebnis vor int.Leistungsbeziehungen,-30579.91,2010,7658
Sicherheit und Ordnung, Rettungsdienst,28,Aufwend. aus int.Leistungsbeziehungen,500570.04,2010,7659
Sicherheit und Ordnung, Rettungsdienst,Interne,Leistungsbeziehungen,500570.04,2010,7660
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,4,Öffentlich-rechtl. Leistungsentgelte,-83204.48,2010,7662
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,5,Privatrechtliche Leistungsentgelte,-3776.21,2010,7663
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,6,Kostenerstattungen und Kostenumlagen,-4671.40,2010,7664
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,7,Sonstige ordentliche Erträge,-10365.92,2010,7665
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,10,Ordentliche Erträge,-102018.01,2010,7666
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,11,Personalaufwendungen,1182241.17,2010,7667
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,12,Versorgungsaufwendungen,139449.05,2010,7668
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,244134.08,2010,7669
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,14,Bilanzielle Abschreibungen,13341.43,2010,7670
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,16,Sonstige ordentliche Aufwendungen,577144.74,2010,7671
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,17,Ordentliche Aufwendungen,2156310.47,2010,7672
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,18,Ordentliches Ergebnis,2054292.46,2010,7673
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,2054292.46,2010,7674
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,2054292.46,2010,7675
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,66390.00,2010,7676
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,Interne,Leistungsbeziehungen,66390.00,2010,7677
Schulträgeraufgaben, Leistungen für Schulen,2,Zuwendungen und allgemeine Umlagen,-1069682.70,2010,7679
Schulträgeraufgaben, Leistungen für Schulen,4,Öffentlich-rechtl. Leistungsentgelte,-266807.14,2010,7680
Schulträgeraufgaben, Leistungen für Schulen,5,Privatrechtliche Leistungsentgelte,-108157.62,2010,7681
Schulträgeraufgaben, Leistungen für Schulen,6,Kostenerstattungen und Kostenumlagen,-161277.42,2010,7682
Schulträgeraufgaben, Leistungen für Schulen,7,Sonstige ordentliche Erträge,-345223.88,2010,7683
Schulträgeraufgaben, Leistungen für Schulen,10,Ordentliche Erträge,-1951148.76,2010,7684
Schulträgeraufgaben, Leistungen für Schulen,11,Personalaufwendungen,11452130.63,2010,7685
Schulträgeraufgaben, Leistungen für Schulen,12,Versorgungsaufwendungen,315418.79,2010,7686
Schulträgeraufgaben, Leistungen für Schulen,13,Aufwendungen f.Sach-/Dienstleistungen,6056156.21,2010,7687
Schulträgeraufgaben, Leistungen für Schulen,14,Bilanzielle Abschreibungen,3487452.44,2010,7688
Schulträgeraufgaben, Leistungen für Schulen,15,Transferaufwendungen,437585.00,2010,7689
Schulträgeraufgaben, Leistungen für Schulen,16,Sonstige ordentliche Aufwendungen,4171496.67,2010,7690
Schulträgeraufgaben, Leistungen für Schulen,17,Ordentliche Aufwendungen,25920239.74,2010,7691
Schulträgeraufgaben, Leistungen für Schulen,18,Ordentliches Ergebnis,23969090.98,2010,7692
Schulträgeraufgaben, Leistungen für Schulen,19,Finanzerträge,-6117.69,2010,7693
Schulträgeraufgaben, Leistungen für Schulen,21,Finanzergebnis,-6117.69,2010,7694
Schulträgeraufgaben, Leistungen für Schulen,22,Ergebnis lfd. Verwaltungstätigkeit,23962973.29,2010,7695
Schulträgeraufgaben, Leistungen für Schulen,26,Ergebnis vor int.Leistungsbeziehungen,23962973.29,2010,7696
Schulträgeraufgaben, Leistungen für Schulen,28,Aufwend. aus int.Leistungsbeziehungen,28012416.16,2010,7697
Schulträgeraufgaben, Leistungen für Schulen,Interne,Leistungsbeziehungen,28012416.16,2010,7698
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,2,Zuwendungen und allgemeine Umlagen,-1283969.07,2010,7700
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,5,Privatrechtliche Leistungsentgelte,-58089.89,2010,7701
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,6,Kostenerstattungen und Kostenumlagen,-191657.00,2010,7702
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,7,Sonstige ordentliche Erträge,-2862.07,2010,7703
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,10,Ordentliche Erträge,-1536578.03,2010,7704
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,11,Personalaufwendungen,2215931.54,2010,7705
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,12,Versorgungsaufwendungen,50624.43,2010,7706
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,13,Aufwendungen f.Sach-/Dienstleistungen,7608181.24,2010,7707
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,14,Bilanzielle Abschreibungen,33082.40,2010,7708
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,15,Transferaufwendungen,1063245.09,2010,7709
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,16,Sonstige ordentliche Aufwendungen,273363.85,2010,7710
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,17,Ordentliche Aufwendungen,11244428.55,2010,7711
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,18,Ordentliches Ergebnis,9707850.52,2010,7712
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,22,Ergebnis lfd. Verwaltungstätigkeit,9707850.52,2010,7713
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,26,Ergebnis vor int.Leistungsbeziehungen,9707850.52,2010,7714
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,28,Aufwend. aus int.Leistungsbeziehungen,282370.08,2010,7715
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,Interne,Leistungsbeziehungen,282370.08,2010,7716
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,2,Zuwendungen und allgemeine Umlagen,-661175.74,2010,7718
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,5,Privatrechtliche Leistungsentgelte,-104714.90,2010,7719
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,6,Kostenerstattungen und Kostenumlagen,-29442.32,2010,7720
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,7,Sonstige ordentliche Erträge,-2620.34,2010,7721
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,10,Ordentliche Erträge,-797953.30,2010,7722
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,11,Personalaufwendungen,1032799.58,2010,7723
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,12,Versorgungsaufwendungen,41876.63,2010,7724
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,13,Aufwendungen f.Sach-/Dienstleistungen,390501.68,2010,7725
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,14,Bilanzielle Abschreibungen,28553.45,2010,7726
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,15,Transferaufwendungen,2154750.27,2010,7727
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,16,Sonstige ordentliche Aufwendungen,565573.06,2010,7728
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,17,Ordentliche Aufwendungen,4214054.67,2010,7729
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,18,Ordentliches Ergebnis,3416101.37,2010,7730
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,22,Ergebnis lfd. Verwaltungstätigkeit,3416101.37,2010,7731
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,26,Ergebnis vor int.Leistungsbeziehungen,3416101.37,2010,7732
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,28,Aufwend. aus int.Leistungsbeziehungen,343509.96,2010,7733
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,Interne,Leistungsbeziehungen,343509.96,2010,7734
Kultur und Wissenschaft, Volkshochschule,2,Zuwendungen und allgemeine Umlagen,-1405682.00,2010,7736
Kultur und Wissenschaft, Volkshochschule,5,Privatrechtliche Leistungsentgelte,-1441328.38,2010,7737
Kultur und Wissenschaft, Volkshochschule,6,Kostenerstattungen und Kostenumlagen,-66867.79,2010,7738
Kultur und Wissenschaft, Volkshochschule,7,Sonstige ordentliche Erträge,511.29,2010,7739
Kultur und Wissenschaft, Volkshochschule,10,Ordentliche Erträge,-2913366.88,2010,7740
